0,460574
1,459588
2,458620
3,457656
4,456698
5,455752
6,454806
7,453860
8,452922
9,451986
10,451054
11,450124
12,449200
13,448276
14,447354
15,446440
16,445534
17,444638
18,443746
19,442860
20,441978
21,441104
22,440234
23,439370
24,438510
25,437652
26,436798
27,435944
28,435092
29,434250
30,433410
31,432574
32,431742
33,430922
34,430104
35,429290
36,428484
37,427684
38,426886
39,426094
40,425308
41,424526
42,423748
43,422972
44,422202
45,421446
46,420690
47,419938
48,419188
49,418438
50,417690
51,416946
52,416206
53,415468
54,414738
55,414008
56,413282
57,412558
58,411836
59,411124
60,410416
61,409712
62,409010
63,408310
64,407612
65,406914
66,406228
67,405548
68,404878
69,404208
70,403544
71,402886
72,402230
73,401578
74,400928
75,400282
76,399636
77,398994
78,398356
79,397720
80,397092
81,396466
82,395840
83,395216
84,394594
85,393978
86,393364
87,392754
88,392146
89,391540
90,390936
91,390332
92,389730
93,389130
94,388534
95,387944
96,387356
97,386770
98,386192
99,385620
100,385058
101,384500
102,383952
103,383408
104,382868
105,382330
106,381796
107,381262
108,380730
109,380200
110,379678
111,379164
112,378658
113,378160
114,377662
115,377168
116,376682
117,376200
118,375722
119,375244
120,374774
121,374306
122,373840
123,373376
124,372920
125,372468
126,372020
127,371574
128,371128
129,370690
130,370254
131,369820
132,369390
133,368966
134,368544
135,368122
136,367702
137,367294
138,366888
139,366482
140,366080
141,365678
142,365276
143,364874
144,364472
145,364074
146,363678
147,363290
148,362902
149,362516
150,362130
151,361748
152,361366
153,360988
154,360610
155,360232
156,359854
157,359478
158,359108
159,358740
160,358374
161,358010
162,357648
163,357288
164,356928
165,356570
166,356212
167,355854
168,355496
169,355140
170,354788
171,354442
172,354100
173,353758
174,353418
175,353078
176,352744
177,352410
178,352080
179,351754
180,351432
181,351110
182,350790
183,350470
184,350150
185,349834
186,349520
187,349206
188,348894
189,348584
190,348278
191,347974
192,347674
193,347374
194,347074
195,346776
196,346482
197,346194
198,345906
199,345618
200,345330
201,345044
202,344758
203,344474
204,344192
205,343914
206,343636
207,343358
208,343082
209,342812
210,342544
211,342276
212,342010
213,341746
214,341486
215,341232
216,340978
217,340728
218,340482
219,340238
220,339998
221,339760
222,339524
223,339288
224,339052
225,338820
226,338588
227,338360
228,338132
229,337906
230,337682
231,337458
232,337238
233,337018
234,336798
235,336580
236,336364
237,336158
238,335956
239,335754
240,335552
241,335354
242,335158
243,334962
244,334768
245,334576
246,334384
247,334192
248,334006
249,333828
250,333654
251,333482
252,333312
253,333142
254,332976
255,332814
256,332652
257,332492
258,332332
259,332176
260,332022
261,331868
262,331716
263,331566
264,331416
265,331268
266,331124
267,330984
268,330844
269,330704
270,330566
271,330428
272,330292
273,330158
274,330024
275,329896
276,329772
277,329650
278,329530
279,329412
280,329296
281,329180
282,329066
283,328952
284,328840
285,328732
286,328626
287,328520
288,328414
289,328308
290,328204
291,328104
292,328008
293,327912
294,327820
295,327730
296,327642
297,327554
298,327468
299,327386
300,327304
301,327224
302,327144
303,327068
304,326994
305,326922
306,326852
307,326784
308,326718
309,326652
310,326586
311,326520
312,326454
313,326388
314,326324
315,326264
316,326206
317,326154
318,326106
319,326062
320,326018
321,325976
322,325936
323,325896
324,325858
325,325822
326,325788
327,325756
328,325728
329,325702
330,325676
331,325652
332,325628
333,325608
334,325592
335,325576
336,325562
337,325554
338,325548
339,325542
340,325536
341,325530
342,325528
343,325532
344,325538
345,325550
346,325562
347,325574
348,325592
349,325610
350,325630
351,325650
352,325672
353,325698
354,325726
355,325756
356,325788
357,325822
358,325858
359,325896
360,325936
361,325976
362,326016
363,326056
364,326096
365,326138
366,326184
367,326234
368,326284
369,326336
370,326390
371,326448
372,326508
373,326570
374,326632
375,326694
376,326756
377,326820
378,326884
379,326948
380,327012
381,327076
382,327140
383,327206
384,327274
385,327346
386,327420
387,327500
388,327580
389,327660
390,327740
391,327824
392,327908
393,327994
394,328080
395,328168
396,328258
397,328348
398,328438
399,328528
400,328620
401,328712
402,328806
403,328900
404,328996
405,329096
406,329196
407,329300
408,329404
409,329514
410,329624
411,329734
412,329844
413,329956
414,330070
415,330190
416,330312
417,330434
418,330556
419,330678
420,330802
421,330928
422,331054
423,331182
424,331310
425,331438
426,331568
427,331698
428,331828
429,331958
430,332090
431,332222
432,332358
433,332498
434,332638
435,332784
436,332934
437,333086
438,333240
439,333394
440,333550
441,333708
442,333866
443,334024
444,334184
445,334346
446,334508
447,334670
448,334832
449,334994
450,335158
451,335322
452,335486
453,335650
454,335814
455,335982
456,336150
457,336318
458,336490
459,336662
460,336836
461,337010
462,337188
463,337368
464,337550
465,337734
466,337918
467,338110
468,338302
469,338496
470,338692
471,338890
472,339090
473,339292
474,339502
475,339712
476,339926
477,340144
478,340364
479,340584
480,340804
481,341024
482,341244
483,341464
484,341684
485,341904
486,342124
487,342346
488,342572
489,342800
490,343028
491,343256
492,343486
493,343716
494,343950
495,344186
496,344422
497,344660
498,344898
499,345136
500,345378
501,345622
502,345870
503,346118
504,346374
505,346634
506,346894
507,347156
508,347420
509,347684
510,347950
511,348218
512,348490
513,348764
514,349038
515,349312
516,349586
517,349864
518,350146
519,350430
520,350714
521,350998
522,351286
523,351574
524,351864
525,352154
526,352446
527,352740
528,353034
529,353332
530,353630
531,353934
532,354240
533,354546
534,354852
535,355160
536,355470
537,355780
538,356090
539,356400
540,356710
541,357020
542,357330
543,357640
544,357950
545,358260
546,358570
547,358882
548,359194
549,359512
550,359830
551,360148
552,360468
553,360788
554,361110
555,361436
556,361762
557,362090
558,362420
559,362752
560,363084
561,363418
562,363752
563,364088
564,364424
565,364760
566,365098
567,365438
568,365778
569,366120
570,366464
571,366808
572,367152
573,367496
574,367842
575,368192
576,368542
577,368892
578,369246
579,369604
580,369962
581,370324
582,370688
583,371054
584,371420
585,371790
586,372162
587,372534
588,372906
589,373278
590,373650
591,374026
592,374404
593,374782
594,375160
595,375538
596,375916
597,376296
598,376678
599,377062
600,377446
601,377832
602,378220
603,378608
604,378998
605,379388
606,379782
607,380176
608,380572
609,380970
610,381368
611,381766
612,382164
613,382564
614,382964
615,383366
616,383768
617,384172
618,384576
619,384980
620,385386
621,385792
622,386198
623,386604
624,387012
625,387420
626,387828
627,388236
628,388644
629,389052
630,389460
631,389870
632,390282
633,390694
634,391106
635,391518
636,391930
637,392344
638,392760
639,393176
640,393594
641,394012
642,394430
643,394848
644,395266
645,395684
646,396106
647,396528
648,396950
649,397372
650,397798
651,398224
652,398650
653,399076
654,399504
655,399938
656,400372
657,400808
658,401248
659,401690
660,402134
661,402580
662,403026
663,403472
664,403918
665,404364
666,404810
667,405258
668,405708
669,406162
670,406616
671,407076
672,407540
673,408006
674,408476
675,408946
676,409416
677,409888
678,410360
679,410834
680,411310
681,411786
682,412262
683,412738
684,413218
685,413698
686,414178
687,414660
688,415142
689,415626
690,416112
691,416600
692,417088
693,417576
694,418066
695,418558
696,419052
697,419548
698,420044
699,420542
700,421044
701,421548
702,422052
703,422556
704,423060
705,423564
706,424068
707,424572
708,425076
709,425580
710,426084
711,426592
712,427100
713,427608
714,428116
715,428628
716,429142
717,429656
718,430170
719,430684
720,431198
721,431712
722,432228
723,432748
724,433268
725,433790
726,434312
727,434834
728,435360
729,435888
730,436416
731,436944
732,437474
733,438004
734,438536
735,439068
736,439600
737,440132
738,440664
739,441196
740,441730
741,442264
742,442798
743,443334
744,443874
745,444416
746,444958
747,445504
748,446052
749,446602
750,447152
751,447702
752,448254
753,448806
754,449358
755,449910
756,450462
757,451014
758,451568
759,452124
760,452680
761,453240
762,453802
763,454366
764,454930
765,455494
766,456058
767,456626
768,457196
769,457766
770,458336
771,458906
772,459480
773,460054
774,460628
775,461202
776,461776
777,462352
778,462930
779,463508
780,464086
781,464664
782,465242
783,465824
784,466406
785,466990
786,467574
787,468160
788,468746
789,469332
790,469920
791,470508
792,471098
793,471688
794,472280
795,472872
796,473464
797,474056
798,474648
799,475242
800,475838
801,476436
802,477038
803,477644
804,478250
805,478856
806,479462
807,480070
808,480680
809,481290
810,481900
811,482510
812,483122
813,483736
814,484350
815,484964
816,485578
817,486196
818,486814
